Registro_ID,Provincia_ID,Año,Trimestre,Provincias,Accesos telefonía fija cada 100 hab,Accesos telefonía fija cada 100 hogares,TiempoTrim_ID,Periodo,PenHab_QoQ_%,PenHab_YoY_%,PenHog_QoQ_%,PenHog_YoY_%
307,7,2022,1,Córdoba,15.44,50.43,20221,2022Q1,-0.1293661060802198,10.443490701001434,-0.11883541295306665,10.470974808324218
283,7,2022,2,Córdoba,12.93,42.23,20222,2022Q2,-16.256476683937827,-2.854996243426,-16.26016260162603,-2.8972177512071817
259,7,2022,3,Córdoba,12.93,42.22,20223,2022Q3,0.0,0.6225680933852118,-0.023679848448965313,0.5956635692160983
235,7,2022,4,Córdoba,13.11,42.82,20224,2022Q4,1.39211136890951,-15.200517464424335,1.42112742775935,-15.191126955832846
211,7,2023,1,Córdoba,15.27,49.87,20231,2023Q1,16.47597254004576,-1.1010362694300557,16.464269033162072,-1.110450128891538
187,7,2023,2,Córdoba,12.53,40.93,20232,2023Q2,-17.943680419122465,-3.0935808197989245,-17.926609183878085,-3.078380298366079
163,7,2023,3,Córdoba,12.44,40.63,20233,2023Q3,-0.718276137270546,-3.7896365042536795,-0.7329587099926593,-3.7659876835622885
139,7,2023,4,Córdoba,12.75,41.64,20234,2023Q4,2.4919614147909996,-2.7459954233409523,2.4858478956436114,-2.7557216254086914
115,7,2024,1,Córdoba,14.15,48.55,20241,2024Q1,10.98039215686275,-7.334643091028159,16.59462055715657,-2.646881892921593
91,7,2024,2,Córdoba,13.82,47.42,20242,2024Q2,-2.3321554770318054,10.295291300877896,-2.3274974253347014,15.856340092841448
67,7,2024,3,Córdoba,13.59,46.6,20243,2024Q3,-1.664254703328516,9.2443729903537,-1.7292281737663395,14.693576175239965
43,7,2024,4,Córdoba,11.3,38.76,20244,2024Q4,-16.850625459896975,-11.372549019607836,-16.824034334763958,-6.91642651296831
19,7,2025,1,Córdoba,11.47,39.36,20251,2025Q1,1.504424778761071,-18.939929328621908,1.5479876160990669,-18.928939237899066
1073,8,2014,1,Entre Ríos,17.14,57.33,20141,2014Q1,,,,
1049,8,2014,2,Entre Ríos,17.12,57.25,20142,2014Q2,-0.1166861143523934,,-0.13954299668584857,
1025,8,2014,3,Entre Ríos,17.59,58.84,20143,2014Q3,2.7453271028037296,,2.7772925764192102,
1001,8,2014,4,Entre Ríos,17.51,58.56,20144,2014Q4,-0.4548038658328535,,-0.47586675730795225,
977,8,2015,1,Entre Ríos,17.45,58.36,20151,2015Q1,-0.34266133637922414,1.80863477246207,-0.3415300546448119,1.7966160823303712
953,8,2015,2,Entre Ríos,17.41,58.21,20152,2015Q2,-0.22922636103150928,1.693925233644844,-0.25702535983550545,1.6768558951965051
929,8,2015,3,Entre Ríos,17.77,59.44,20153,2015Q3,2.0677771395749556,1.0233086981239259,2.113038996735961,1.0197144799455993
905,8,2015,4,Entre Ríos,17.24,57.67,20154,2015Q4,-2.98255486775465,-1.5419760137064698,-2.977792732166884,-1.519808743169404
881,8,2016,1,Entre Ríos,16.77,56.1,20161,2016Q1,-2.7262180974477856,-3.8968481375358133,-2.7223859892491764,-3.872515421521583
857,8,2016,2,Entre Ríos,16.88,56.44,20162,2016Q2,0.6559332140727347,-3.04422745548536,0.60606060606061,-3.040714653839549
833,8,2016,3,Entre Ríos,16.81,56.22,20163,2016Q3,-0.414691943127965,-5.402363534046151,-0.38979447200566675,-5.417227456258411
809,8,2016,4,Entre Ríos,16.65,55.69,20164,2016Q4,-0.9518143961927406,-3.4222737819025517,-0.9427250088936301,-3.43332755332062
785,8,2017,1,Entre Ríos,16.77,56.1,20171,2017Q1,0.7207207207207356,0.0,0.7362183515891685,0.0
761,8,2017,2,Entre Ríos,16.88,56.44,20172,2017Q2,0.6559332140727347,0.0,0.60606060606061,0.0
737,8,2017,3,Entre Ríos,16.81,56.22,20173,2017Q3,-0.414691943127965,0.0,-0.38979447200566675,0.0
713,8,2017,4,Entre Ríos,16.65,55.69,20174,2017Q4,-0.9518143961927406,0.0,-0.9427250088936301,0.0
689,8,2018,1,Entre Ríos,15.9,53.19,20181,2018Q1,-4.504504504504492,-5.187835420393561,-4.489136290177775,-5.187165775401081
665,8,2018,2,Entre Ríos,15.72,52.57,20182,2018Q2,-1.132075471698113,-6.872037914691931,-1.1656326377138537,-6.856839121190639
641,8,2018,3,Entre Ríos,14.69,49.14,20183,2018Q3,-6.5521628498727775,-12.611540749553829,-6.524633821571236,-12.59338313767342
617,8,2018,4,Entre Ríos,15.19,50.79,20184,2018Q4,3.403675970047648,-8.768768768768764,3.357753357753346,-8.798707128748429
593,8,2019,1,Entre Ríos,14.88,49.78,20191,2019Q1,-2.0408163265306034,-6.41509433962264,-1.988580429218345,-6.410979507426207
569,8,2019,2,Entre Ríos,14.59,48.8,20192,2019Q2,-1.9489247311827995,-7.188295165394409,-1.968662113298525,-7.171390526916499
545,8,2019,3,Entre Ríos,14.12,47.24,20193,2019Q3,-3.2213845099383187,-3.880190605854328,-3.1967213114754034,-3.8665038665038676
521,8,2019,4,Entre Ríos,13.89,46.46,20194,2019Q4,-1.62889518413597,-8.558262014483208,-1.651143099068586,-8.525300255955893
497,8,2020,1,Entre Ríos,13.52,45.22,20201,2020Q1,-2.663786897048248,-9.139784946236562,-2.668962548428755,-9.160305343511455
473,8,2020,2,Entre Ríos,13.24,44.28,20202,2020Q2,-2.071005917159763,-9.25291295407813,-2.0787262273330387,-9.26229508196721
449,8,2020,3,Entre Ríos,13.06,43.69,20203,2020Q3,-1.3595166163141936,-7.5070821529744975,-1.3324299909665882,-7.5148179508890856
425,8,2020,4,Entre Ríos,12.87,43.03,20204,2020Q4,-1.454823889739676,-7.3434125269978505,-1.5106431677729404,-7.382694791218247
401,8,2021,1,Entre Ríos,12.19,40.77,20211,2021Q1,-5.2836052836052865,-9.837278106508872,-5.252149663025795,-9.840778416629803
377,8,2021,2,Entre Ríos,12.17,40.7,20212,2021Q2,-0.1640689089417502,-8.081570996978849,-0.17169487368162706,-8.084914182475156
353,8,2021,3,Entre Ríos,11.82,39.52,20213,2021Q3,-2.8759244042728005,-9.494640122511488,-2.8992628992629,-9.5445181963836
329,8,2021,4,Entre Ríos,14.92,49.89,20214,2021Q4,26.226734348561752,15.92851592851594,26.23987854251011,15.942365791308388
305,8,2022,1,Entre Ríos,13.72,45.9,20221,2022Q1,-8.042895442359244,12.551271534044318,-7.997594708358391,12.58278145695364
281,8,2022,2,Entre Ríos,11.68,39.05,20222,2022Q2,-14.868804664723035,-4.026294165981925,-14.92374727668846,-4.054054054054069
257,8,2022,3,Entre Ríos,11.33,37.88,20223,2022Q3,-2.996575342465746,-4.145516074450084,-2.996158770806645,-4.1497975708502
233,8,2022,4,Entre Ríos,11.51,38.5,20224,2022Q4,1.5887025595763493,-22.855227882037532,1.6367476240760181,-22.83022649829626
209,8,2023,1,Entre Ríos,12.86,43.01,20231,2023Q1,11.728931364031281,-6.268221574344035,11.7142857142857,-6.296296296296299
185,8,2023,2,Entre Ríos,10.82,36.18,20232,2023Q2,-15.86314152410575,-7.363013698630128,-15.880027900488258,-7.349551856594106
161,8,2023,3,Entre Ríos,10.73,35.87,20233,2023Q3,-0.8317929759704246,-5.295675198587812,-0.856826976229963,-5.306230200633588
137,8,2023,4,Entre Ríos,10.45,34.96,20234,2023Q4,-2.6095060577819296,-9.209383145091232,-2.536938946194578,-9.19480519480519
113,8,2024,1,Entre Ríos,11.92,41.68,20241,2024Q1,14.066985645933027,-7.309486780715391,19.22196796338673,-3.0923041153220088
89,8,2024,2,Entre Ríos,11.62,40.62,20242,2024Q2,-2.5167785234899376,7.393715341959317,-2.5431861804222744,12.271973466003306
65,8,2024,3,Entre Ríos,11.39,39.8,20243,2024Q3,-1.9793459552495563,6.15097856477167,-2.0187099950763177,10.95623083356565
41,8,2024,4,Entre Ríos,8.98,31.38,20244,2024Q4,-21.15891132572432,-14.066985645933006,-21.155778894472355,-10.240274599542342
17,8,2025,1,Entre Ríos,8.81,30.8,20251,2025Q1,-1.8930957683741645,-26.090604026845632,-1.8483110261312885,-26.10364683301344
1072,9,2014,1,Formosa,7.38,28.98,20141,2014Q1,,,,
1048,9,2014,2,Formosa,7.37,28.95,20142,2014Q2,-0.13550135501354532,,-0.10351966873706209,
1024,9,2014,3,Formosa,7.36,28.92,20143,2014Q3,-0.13568521031207537,,-0.10362694300517505,
1000,9,2014,4,Formosa,7.31,28.73,20144,2014Q4,-0.6793478260869623,,-0.6569847856154998,
976,9,2015,1,Formosa,7.25,28.48,20151,2015Q1,-0.8207934336525224,-1.7615176151761558,-0.8701705534284732,-1.7253278122843385
952,9,2015,2,Formosa,7.23,28.4,20152,2015Q2,-0.27586206896551557,-1.8995929443690551,-0.2808988764045006,-1.899827288428324
928,9,2015,3,Formosa,7.21,28.31,20153,2015Q3,-0.2766251728907432,-2.038043478260876,-0.31690140845069825,-2.1092669432918543
904,9,2015,4,Formosa,7.15,28.08,20154,2015Q4,-0.832177531206657,-2.188782489740071,-0.8124337689862204,-2.26244343891403
880,9,2016,1,Formosa,7.06,27.73,20161,2016Q1,-1.2587412587412694,-2.6206896551724146,-1.2464387464387383,-2.6334269662921295
856,9,2016,2,Formosa,6.97,27.4,20162,2016Q2,-1.2747875354107596,-3.596127247579539,-1.1900468806346987,-3.5211267605633756
832,9,2016,3,Formosa,7.04,27.67,20163,2016Q3,1.0043041606886627,-2.3578363384188616,0.9854014598540184,-2.260685270222529
808,9,2016,4,Formosa,7.01,27.54,20164,2016Q4,-0.42613636363636465,-1.9580419580419672,-0.4698229129020737,-1.9230769230769162
784,9,2017,1,Formosa,7.06,27.73,20171,2017Q1,0.7132667617689048,0.0,0.689905591866391,0.0
760,9,2017,2,Formosa,6.97,27.4,20172,2017Q2,-1.2747875354107596,0.0,-1.1900468806346987,0.0
736,9,2017,3,Formosa,7.04,27.67,20173,2017Q3,1.0043041606886627,0.0,0.9854014598540184,0.0
712,9,2017,4,Formosa,7.01,27.54,20174,2017Q4,-0.42613636363636465,0.0,-0.4698229129020737,0.0
688,9,2018,1,Formosa,6.76,26.56,20181,2018Q1,-3.566333808844513,-4.249291784702547,-3.5584604212055226,-4.219257122250275
664,9,2018,2,Formosa,6.68,26.25,20182,2018Q2,-1.183431952662728,-4.160688665710188,-1.167168674698793,-4.197080291970801
640,9,2018,3,Formosa,6.61,25.98,20183,2018Q3,-1.0479041916167553,-6.107954545454541,-1.0285714285714231,-6.10769786772678
616,9,2018,4,Formosa,6.48,25.46,20184,2018Q4,-1.9667170953101332,-7.560627674750354,-2.001539645881445,-7.552650689905582
592,9,2019,1,Formosa,6.32,24.81,20191,2019Q1,-2.4691358024691357,-6.508875739644959,-2.553024351924593,-6.588855421686746
568,9,2019,2,Formosa,6.13,24.09,20192,2019Q2,-3.0063291139240556,-8.233532934131738,-2.9020556227327687,-8.22857142857143
544,9,2019,3,Formosa,5.98,23.51,20193,2019Q3,-2.446982055464919,-9.53101361573373,-2.407638024076375,-9.507313317936871
520,9,2019,4,Formosa,5.86,23.04,20194,2019Q4,-2.006688963210701,-9.567901234567898,-1.999149298170999,-9.50510604870386
496,9,2020,1,Formosa,5.73,22.5,20201,2020Q1,-2.2184300341296925,-9.335443037974677,-2.34375,-9.310761789600964
472,9,2020,2,Formosa,5.81,22.84,20202,2020Q2,1.39616055846421,-5.220228384991843,1.5111111111111075,-5.188875051888752
448,9,2020,3,Formosa,5.75,22.6,20203,2020Q3,-1.03270223752151,-3.8461538461538547,-1.0507880910682998,-3.870693321990648
424,9,2020,4,Formosa,5.61,22.04,20204,2020Q4,-2.4347826086956514,-4.2662116040955596,-2.4778761061946986,-4.340277777777779
400,9,2021,1,Formosa,5.18,20.35,20211,2021Q1,-7.6648841354723825,-9.598603839441544,-7.667876588021771,-9.55555555555555
376,9,2021,2,Formosa,5.31,20.86,20212,2021Q2,2.5096525096525157,-8.605851979345957,2.5061425061424947,-8.669001751313488
352,9,2021,3,Formosa,5.03,19.76,20213,2021Q3,-5.273069679849329,-12.521739130434783,-5.2732502396931835,-12.566371681415934
328,9,2021,4,Formosa,6.0,23.56,20214,2021Q4,19.284294234592437,6.951871657753994,19.230769230769205,6.896551724137923
304,9,2022,1,Formosa,5.6,22.02,20221,2022Q1,-6.666666666666677,8.108108108108114,-6.536502546689304,8.206388206388194
280,9,2022,2,Formosa,5.8,22.8,20222,2022Q2,3.571428571428581,9.227871939736353,3.542234332425065,9.300095877277093
256,9,2022,3,Formosa,5.82,22.86,20223,2022Q3,0.34482758620690834,15.705765407554662,0.2631578947368318,15.68825910931173
232,9,2022,4,Formosa,5.79,22.77,20224,2022Q4,-0.5154639175257825,-3.500000000000003,-0.3937007874015741,-3.3531409168081505
208,9,2023,1,Formosa,5.45,21.41,20231,2023Q1,-5.872193436960272,-2.678571428571419,-5.972771190162495,-2.770208900999094
184,9,2023,2,Formosa,5.54,21.77,20232,2023Q2,1.6513761467889854,-4.482758620689653,1.6814572629612279,-4.517543859649131
160,9,2023,3,Formosa,5.65,22.21,20233,2023Q3,1.9855595667870096,-2.9209621993127155,2.0211299954065343,-2.8433945756780377
136,9,2023,4,Formosa,5.89,23.16,20234,2023Q4,4.247787610619458,1.7271157167530138,4.277352543899138,1.7127799736495364
112,9,2024,1,Formosa,4.96,20.27,20241,2024Q1,-15.78947368421052,-8.9908256880734,-12.478411053540594,-5.324614666043903
88,9,2024,2,Formosa,4.82,19.68,20242,2024Q2,-2.822580645161288,-12.996389891696747,-2.9107054760730167,-9.600367478180981
64,9,2024,3,Formosa,4.72,19.25,20243,2024Q3,-2.0746887966805128,-16.460176991150455,-2.184959349593496,-13.327330031517338
40,9,2024,4,Formosa,5.5,22.43,20244,2024Q4,16.52542372881356,-6.621392190152797,16.51948051948051,-3.1519861830742624
16,9,2025,1,Formosa,5.58,22.78,20251,2025Q1,1.454545454545464,12.5,1.5604101649576485,12.382831771090297
1071,10,2014,1,Jujuy,7.81,30.56,20141,2014Q1,,,,
1047,10,2014,2,Jujuy,7.82,30.59,20142,2014Q2,0.1280409731114096,,0.09816753926701338,
1023,10,2014,3,Jujuy,7.82,30.59,20143,2014Q3,0.0,,0.0,
999,10,2014,4,Jujuy,7.81,30.55,20144,2014Q4,-0.12787723785167016,,-0.1307616868257533,
975,10,2015,1,Jujuy,7.79,30.45,20151,2015Q1,-0.2560819462227859,-0.2560819462227859,-0.327332242225864,-0.35994764397905277
951,10,2015,2,Jujuy,7.76,30.36,20152,2015Q2,-0.38510911424903815,-0.7672634271099765,-0.2955665024630516,-0.7518796992481258
927,10,2015,3,Jujuy,7.79,30.45,20153,2015Q3,0.3865979381443285,-0.38363171355498826,0.29644268774704496,-0.4576659038901587
903,10,2015,4,Jujuy,7.79,30.45,20154,2015Q4,0.0,-0.2560819462227859,0.0,-0.327332242225864
879,10,2016,1,Jujuy,7.69,30.07,20161,2016Q1,-1.2836970474967901,-1.2836970474967901,-1.2479474548440006,-1.2479474548440006
855,10,2016,2,Jujuy,7.66,29.96,20162,2016Q2,-0.39011703511053764,-1.2886597938144284,-0.36581310276022627,-1.3175230566534912
831,10,2016,3,Jujuy,7.67,29.98,20163,2016Q3,0.13054830287206887,-1.5404364569961526,0.06675567423231055,-1.5435139573070522
807,10,2016,4,Jujuy,7.62,29.81,20164,2016Q4,-0.6518904823989535,-2.182284980744542,-0.5670446964643139,-2.1018062397372805
783,10,2017,1,Jujuy,7.69,30.07,20171,2017Q1,0.9186351706036877,0.0,0.8721905400872254,0.0
759,10,2017,2,Jujuy,7.66,29.96,20172,2017Q2,-0.39011703511053764,0.0,-0.36581310276022627,0.0
735,10,2017,3,Jujuy,7.67,29.98,20173,2017Q3,0.13054830287206887,0.0,0.06675567423231055,0.0
711,10,2017,4,Jujuy,7.62,29.81,20174,2017Q4,-0.6518904823989535,0.0,-0.5670446964643139,0.0
687,10,2018,1,Jujuy,7.23,28.27,20181,2018Q1,-5.118110236220463,-5.981794538361507,-5.166051660516602,-5.986032590621882
663,10,2018,2,Jujuy,7.12,27.85,20182,2018Q2,-1.5214384508990375,-7.049608355091386,-1.485673859214709,-7.042723631508673
639,10,2018,3,Jujuy,7.02,27.47,20183,2018Q3,-1.404494382022481,-8.47457627118644,-1.3644524236983924,-8.37224816544363
615,10,2018,4,Jujuy,6.92,27.07,20184,2018Q4,-1.4245014245014231,-9.186351706036744,-1.4561339643247129,-9.191546460919152
591,10,2019,1,Jujuy,6.82,26.68,20191,2019Q1,-1.445086705202303,-5.67081604426003,-1.4407092722571124,-5.624336752741421
567,10,2019,2,Jujuy,6.73,26.31,20192,2019Q2,-1.319648093841641,-5.47752808988764,-1.3868065967016507,-5.529622980251359
543,10,2019,3,Jujuy,6.56,25.66,20193,2019Q3,-2.5260029717682153,-6.552706552706555,-2.4705435195742975,-6.589006188569346
519,10,2019,4,Jujuy,6.46,25.25,20194,2019Q4,-1.5243902439024293,-6.647398843930641,-1.5978176149649248,-6.723309937199851
495,10,2020,1,Jujuy,6.25,24.43,20201,2020Q1,-3.2507739938080538,-8.35777126099707,-3.2475247524752504,-8.433283358320843
471,10,2020,2,Jujuy,7.22,28.24,20202,2020Q2,15.52,7.280832095096579,15.595579205894383,7.335613835043708
447,10,2020,3,Jujuy,6.0,23.46,20203,2020Q3,-16.89750692520775,-8.536585365853655,-16.92634560906515,-8.57365549493374
423,10,2020,4,Jujuy,5.9,23.07,20204,2020Q4,-1.6666666666666607,-8.668730650154789,-1.662404092071612,-8.63366336633663
399,10,2021,1,Jujuy,5.59,21.87,20211,2021Q1,-5.254237288135599,-10.560000000000002,-5.201560468140443,-10.478919361440841
375,10,2021,2,Jujuy,4.77,18.67,20212,2021Q2,-14.66905187835421,-33.93351800554017,-14.63191586648377,-33.88810198300283
351,10,2021,3,Jujuy,4.55,17.8,20213,2021Q3,-4.612159329140453,-24.16666666666667,-4.65988216389931,-24.126172208013642
327,10,2021,4,Jujuy,5.72,22.35,20214,2021Q4,25.71428571428571,-3.050847457627126,25.561797752809,-3.1209362808842567
303,10,2022,1,Jujuy,6.34,24.79,20221,2022Q1,10.839160839160833,13.416815742397148,10.917225950782994,13.351623228166432
279,10,2022,2,Jujuy,4.87,19.03,20222,2022Q2,-23.186119873817034,2.096436058700224,-23.23517547398144,1.9282271023031594
255,10,2022,3,Jujuy,4.66,18.23,20223,2022Q3,-4.312114989733063,2.417582417582431,-4.203888596952188,2.4157303370786476
231,10,2022,4,Jujuy,4.6,18.01,20224,2022Q4,-1.2875536480686844,-19.580419580419584,-1.206801974766858,-19.418344519015662
207,10,2023,1,Jujuy,5.92,23.14,20231,2023Q1,28.695652173913054,-6.624605678233442,28.48417545807884,-6.655909640984259
183,10,2023,2,Jujuy,3.94,15.4,20232,2023Q2,-33.445945945945944,-19.096509240246405,-33.4485738980121,-19.075144508670526
159,10,2023,3,Jujuy,3.74,14.61,20233,2023Q3,-5.076142131979688,-19.742489270386265,-5.12987012987014,-19.85737794843665
135,10,2023,4,Jujuy,3.59,14.03,20234,2023Q4,-4.01069518716578,-21.95652173913043,-3.969883641341543,-22.09883398112161
111,10,2024,1,Jujuy,5.43,22.4,20241,2024Q1,51.25348189415042,-8.277027027027028,59.65787598004275,-3.1979256698357883
87,10,2024,2,Jujuy,5.29,21.78,20242,2024Q2,-2.5782688766114115,34.26395939086295,-2.767857142857133,41.42857142857144
63,10,2024,3,Jujuy,5.17,21.31,20243,2024Q3,-2.2684310018903586,38.23529411764706,-2.157943067033985,45.85900068446269
39,10,2024,4,Jujuy,2.62,10.78,20244,2024Q4,-49.32301740812379,-27.019498607242333,-49.41342092914125,-23.164647184604426
15,10,2025,1,Jujuy,2.55,10.5,20251,2025Q1,-2.6717557251908497,-53.03867403314917,-2.597402597402587,-53.125
1070,11,2014,1,La Pampa,21.26,64.52,20141,2014Q1,,,,
1046,11,2014,2,La Pampa,21.45,65.09,20142,2014Q2,0.8936970837252867,,0.8834469931804145,
1022,11,2014,3,La Pampa,21.2,64.33,20143,2014Q3,-1.1655011655011704,,-1.167614072822254,
998,11,2014,4,La Pampa,21.41,64.99,20144,2014Q4,0.9905660377358627,,1.0259598942950365,
974,11,2015,1,La Pampa,22.47,68.21,20151,2015Q1,4.950957496496966,5.691439322671665,4.954608401292515,5.719156850588969
950,11,2015,2,La Pampa,22.79,69.15,20152,2015Q2,1.4241210502892843,6.247086247086253,1.3780970532180303,6.2375172837609405
926,11,2015,3,La Pampa,22.89,69.47,20153,2015Q3,0.4387889425186531,7.971698113207548,0.46276211135212186,7.990051297994727
902,11,2015,4,La Pampa,23.15,70.27,20154,2015Q4,1.1358671909130535,8.127043437645941,1.151576219951056,8.124326819510696
878,11,2016,1,La Pampa,24.15,73.3,20161,2016Q1,4.3196544276457916,7.476635514018692,4.311939661306385,7.462248937106009
854,11,2016,2,La Pampa,23.69,71.89,20162,2016Q2,-1.904761904761898,3.9491004826678555,-1.9236016371077747,3.9624005784526295
830,11,2016,3,La Pampa,23.88,72.49,20163,2016Q3,0.8020261713803212,4.325032765399728,0.834608429545125,4.347200230315229
806,11,2016,4,La Pampa,23.99,72.81,20164,2016Q4,0.46063651591290444,3.6285097192224613,0.4414401986480909,3.614629287035731
782,11,2017,1,La Pampa,24.15,73.3,20171,2017Q1,0.6669445602334401,0.0,0.6729844801538265,0.0
758,11,2017,2,La Pampa,23.69,71.89,20172,2017Q2,-1.904761904761898,0.0,-1.9236016371077747,0.0
734,11,2017,3,La Pampa,23.88,72.49,20173,2017Q3,0.8020261713803212,0.0,0.834608429545125,0.0
710,11,2017,4,La Pampa,23.99,72.81,20174,2017Q4,0.46063651591290444,0.0,0.4414401986480909,0.0
686,11,2018,1,La Pampa,21.42,65.02,20181,2018Q1,-10.712796998749463,-11.304347826086946,-10.699079796731226,-11.296043656207367
662,11,2018,2,La Pampa,21.5,65.25,20182,2018Q2,0.37348272642390157,-9.244406922752225,0.35373731159644706,-9.236333286966204
638,11,2018,3,La Pampa,21.45,65.11,20183,2018Q3,-0.23255813953488857,-10.175879396984921,-0.21455938697317878,-10.18071458132156
614,11,2018,4,La Pampa,21.62,65.62,20184,2018Q4,0.7925407925408079,-9.87911629845768,0.783289817232391,-9.875017167971434
590,11,2019,1,La Pampa,18.59,56.42,20191,2019Q1,-14.014801110083264,-13.211951447245573,-14.020115818348067,-13.226699477083969
566,11,2019,2,La Pampa,18.19,55.2,20192,2019Q2,-2.151694459386755,-15.3953488372093,-2.1623537752569977,-15.402298850574713
542,11,2019,3,La Pampa,17.92,54.38,20193,2019Q3,-1.4843320505772417,-16.456876456876447,-1.485507246376816,-16.47980340961449
518,11,2019,4,La Pampa,20.0,60.7,20194,2019Q4,11.607142857142838,-7.493061979648474,11.621919823464498,-7.497714111551357
494,11,2020,1,La Pampa,19.79,60.06,20201,2020Q1,-1.0500000000000065,6.455083378160298,-1.0543657331136713,6.451612903225801
470,11,2020,2,La Pampa,19.71,59.83,20202,2020Q2,-0.4042445679636075,8.356239692138544,-0.38295038295038664,8.387681159420278
446,11,2020,3,La Pampa,19.65,59.65,20203,2020Q3,-0.3044140030441511,9.654017857142838,-0.30085241517633365,9.691062890768665
422,11,2020,4,La Pampa,19.64,59.6,20204,2020Q4,-0.050890585241725184,-1.8000000000000016,-0.08382229673092878,-1.8121911037891292
398,11,2021,1,La Pampa,19.91,60.42,20211,2021Q1,1.3747454175152773,0.606366851945439,1.3758389261744997,0.5994005994006013
374,11,2021,2,La Pampa,19.91,60.42,20212,2021Q2,0.0,1.0147133434804667,0.0,0.9861273608557708
350,11,2021,3,La Pampa,19.98,60.65,20213,2021Q3,0.35158211953791874,1.6793893129771087,0.38066865276398243,1.6764459346185978
326,11,2021,4,La Pampa,19.95,60.55,20214,2021Q4,-0.15015015015015232,1.5784114052953102,-0.16488046166529546,1.593959731543615
302,11,2022,1,La Pampa,19.2,58.27,20221,2022Q1,-3.759398496240607,-3.5660472124560583,-3.7654830718414467,-3.5584243627937773
278,11,2022,2,La Pampa,19.02,57.74,20222,2022Q2,-0.9375000000000022,-4.470115519839279,-0.9095589497168377,-4.43561734524992
254,11,2022,3,La Pampa,18.45,55.99,20223,2022Q3,-2.9968454258675115,-7.657657657657668,-3.0308278489781793,-7.683429513602635
230,11,2022,4,La Pampa,18.45,55.99,20224,2022Q4,0.0,-7.518796992481203,0.0,-7.530966143682905
206,11,2023,1,La Pampa,19.0,57.66,20231,2023Q1,2.981029810298108,-1.041666666666663,2.982675477763874,-1.0468508666552356
182,11,2023,2,La Pampa,18.82,57.11,20232,2023Q2,-0.9473684210526301,-1.051524710830698,-0.9538674991328433,-1.0910980256321534
158,11,2023,3,La Pampa,18.78,56.99,20233,2023Q3,-0.2125398512221044,1.7886178861788782,-0.21012081947119343,1.7860332202178864
134,11,2023,4,La Pampa,18.78,57.0,20234,2023Q4,0.0,1.7886178861788782,0.017546938059309625,1.8038935524200772
110,11,2024,1,La Pampa,17.97,56.8,20241,2024Q1,-4.3130990415335635,-5.421052631578949,-0.35087719298245723,-1.4915019077349934
86,11,2024,2,La Pampa,17.52,55.37,20242,2024Q2,-2.5041736227045086,-6.907545164718387,-2.517605633802822,-3.0467518823323436
62,11,2024,3,La Pampa,17.17,54.24,20243,2024Q3,-1.9977168949771529,-8.572949946751862,-2.0408163265306034,-4.82540796630988
38,11,2024,4,La Pampa,16.53,52.23,20244,2024Q4,-3.727431566686079,-11.980830670926512,-3.7057522123893905,-8.36842105263158
14,11,2025,1,La Pampa,16.35,51.69,20251,2025Q1,-1.0889292196007205,-9.015025041736212,-1.0338885697874778,-8.996478873239433
1069,12,2014,1,La Rioja,10.98,41.24,20141,2014Q1,,,,
1045,12,2014,2,La Rioja,10.9,40.94,20142,2014Q2,-0.7285974499089298,,-0.7274490785645127,
1021,12,2014,3,La Rioja,10.83,40.69,20143,2014Q3,-0.6422018348623881,,-0.6106497313141168,
997,12,2014,4,La Rioja,10.74,40.33,20144,2014Q4,-0.8310249307479256,,-0.8847382649299518,
973,12,2015,1,La Rioja,10.63,39.92,20151,2015Q1,-1.024208566107998,-3.1876138433515444,-1.0166129432184423,-3.200775945683798
949,12,2015,2,La Rioja,10.59,39.78,20152,2015Q2,-0.37629350893697566,-2.8440366972477094,-0.3507014028056088,-2.833414753297503
925,12,2015,3,La Rioja,10.49,39.39,20153,2015Q3,-0.9442870632672351,-3.1394275161588214,-0.9803921568627416,-3.194888178913735
901,12,2015,4,La Rioja,10.43,39.17,20154,2015Q4,-0.5719733079122991,-2.886405959031657,-0.5585173902005525,-2.876270766179012
877,12,2016,1,La Rioja,10.18,38.23,20161,2016Q1,-2.3969319271332723,-4.233301975540926,-2.3997957620628174,-4.233466933867747
853,12,2016,2,La Rioja,10.17,38.19,20162,2016Q2,-0.09823182711198308,-3.966005665722383,-0.10462987182840999,-3.9969834087481226
829,12,2016,3,La Rioja,10.17,38.21,20163,2016Q3,0.0,-3.0505243088655876,0.05236973029589809,-2.9956841838029935
805,12,2016,4,La Rioja,10.07,37.83,20164,2016Q4,-0.9832841691248762,-3.4515819750719046,-0.9945040565297103,-3.420985448046987
781,12,2017,1,La Rioja,10.18,38.23,20171,2017Q1,1.0923535253227312,0.0,1.0573618821041464,0.0
757,12,2017,2,La Rioja,10.17,38.19,20172,2017Q2,-0.09823182711198308,0.0,-0.10462987182840999,0.0
733,12,2017,3,La Rioja,10.17,38.21,20173,2017Q3,0.0,0.0,0.05236973029589809,0.0
709,12,2017,4,La Rioja,10.07,37.83,20174,2017Q4,-0.9832841691248762,0.0,-0.9945040565297103,0.0
685,12,2018,1,La Rioja,9.43,35.43,20181,2018Q1,-6.35551142005959,-7.3673870333988205,-6.3441712926249005,-7.324091027988489
661,12,2018,2,La Rioja,9.19,34.51,20182,2018Q2,-2.545068928950156,-9.636184857423801,-2.5966694891335074,-9.636030374443571
