Registro_ID,Provincia_ID,Año,Trimestre,Provincias,Accesos telefonía fija cada 100 hab,Accesos telefonía fija cada 100 hogares,TiempoTrim_ID,Periodo,PenHab_QoQ_%,PenHab_YoY_%,PenHog_QoQ_%,PenHog_YoY_%
341,20,2021,3,Santa Cruz,7.34,24.68,20213,2021Q3,-0.6765899864682012,-1.2113055181695809,-0.6441223832528209,-1.1613936724068852
317,20,2021,4,Santa Cruz,7.51,25.23,20214,2021Q4,2.3160762942779245,1.8995929443690551,2.228525121555913,1.8159806295399594
293,20,2022,1,Santa Cruz,6.55,22.02,20221,2022Q1,-12.782956058588546,-11.843876177658142,-12.722948870392392,-11.743486973947892
269,20,2022,2,Santa Cruz,6.34,21.31,20222,2022Q2,-3.2061068702290085,-14.208389715832205,-3.224341507720263,-14.210950080515305
245,20,2022,3,Santa Cruz,6.21,20.87,20223,2022Q3,-2.050473186119872,-15.39509536784741,-2.0647583294228,-15.437601296596426
221,20,2022,4,Santa Cruz,6.22,20.91,20224,2022Q4,0.16103059581320522,-17.177097203728366,0.1916626736943039,-17.12247324613555
197,20,2023,1,Santa Cruz,6.15,20.66,20231,2023Q1,-1.125401929260439,-6.1068702290076216,-1.1956001912960312,-6.1762034514078135
173,20,2023,2,Santa Cruz,6.38,21.44,20232,2023Q2,3.7398373983739797,0.6309148264984188,3.7754114230396985,0.6100422336931199
149,20,2023,3,Santa Cruz,6.34,21.31,20233,2023Q3,-0.6269592476489061,2.093397745571668,-0.6063432835821003,2.1082894106372763
125,20,2023,4,Santa Cruz,6.04,20.29,20234,2023Q4,-4.731861198738163,-2.893890675241151,-4.786485218207415,-2.965088474414157
101,20,2024,1,Santa Cruz,5.44,20.61,20241,2024Q1,-9.93377483443708,-11.544715447154474,1.5771315919171913,-0.2420135527589573
77,20,2024,2,Santa Cruz,5.41,20.48,20242,2024Q2,-0.5514705882353033,-15.203761755485889,-0.6307617661329368,-4.477611940298509
53,20,2024,3,Santa Cruz,5.38,20.35,20243,2024Q3,-0.5545286506469571,-15.14195583596214,-0.634765625,-4.504927264195202
29,20,2024,4,Santa Cruz,5.08,19.23,20244,2024Q4,-5.576208178438657,-15.89403973509934,-5.503685503685507,-5.224248398225717
5,20,2025,1,Santa Cruz,5.03,19.06,20251,2025Q1,-0.9842519685039353,-7.5367647058823595,-0.8840353614144703,-7.520621057738963
1060,21,2014,1,Santa Fe,22.93,72.91,20141,2014Q1,,,,
1036,21,2014,2,Santa Fe,22.8,72.51,20142,2014Q2,-0.5669428696031376,,-0.5486215882594903,
1012,21,2014,3,Santa Fe,22.9,72.83,20143,2014Q3,0.43859649122806044,,0.4413184388360136,
988,21,2014,4,Santa Fe,22.79,72.46,20144,2014Q4,-0.4803493449781593,,-0.5080324042290307,
964,21,2015,1,Santa Fe,22.62,71.94,20151,2015Q1,-0.7459412022816969,-1.3519406890536323,-0.7176373171404848,-1.3304073515292836
940,21,2015,2,Santa Fe,22.52,71.61,20152,2015Q2,-0.4420866489832087,-1.2280701754386003,-0.4587155963302725,-1.2412081092263216
916,21,2015,3,Santa Fe,22.54,71.68,20153,2015Q3,0.0888099467140302,-1.5720524017467263,0.09775171065493637,-1.579019634765877
892,21,2015,4,Santa Fe,22.24,70.73,20154,2015Q4,-1.3309671694764935,-2.4133391838525697,-1.3253348214285698,-2.3875241512558487
868,21,2016,1,Santa Fe,21.72,69.06,20161,2016Q1,-2.3381294964028743,-3.9787798408488118,-2.3610914746218015,-4.003336113427847
844,21,2016,2,Santa Fe,21.67,68.91,20162,2016Q2,-0.2302025782688677,-3.77442273534635,-0.2172024326672517,-3.7704231252618348
820,21,2016,3,Santa Fe,21.57,68.6,20163,2016Q3,-0.46146746654361914,-4.3034605146406335,-0.4498621390219171,-4.296875000000022
796,21,2016,4,Santa Fe,21.61,68.73,20164,2016Q4,0.18544274455261078,-2.8327338129496393,0.18950437317786228,-2.8276544606249066
772,21,2017,1,Santa Fe,21.72,69.06,20171,2017Q1,0.509023600185099,0.0,0.48013967699693794,0.0
748,21,2017,2,Santa Fe,21.67,68.91,20172,2017Q2,-0.2302025782688677,0.0,-0.2172024326672517,0.0
724,21,2017,3,Santa Fe,21.57,68.6,20173,2017Q3,-0.46146746654361914,0.0,-0.4498621390219171,0.0
700,21,2017,4,Santa Fe,21.61,68.73,20174,2017Q4,0.18544274455261078,0.0,0.18950437317786228,0.0
676,21,2018,1,Santa Fe,19.84,63.11,20181,2018Q1,-8.190652475705695,-8.655616942909761,-8.176924196129786,-8.615696495800762
652,21,2018,2,Santa Fe,19.7,62.64,20182,2018Q2,-0.7056451612903247,-9.090909090909104,-0.7447314213278378,-9.098824553765771
628,21,2018,3,Santa Fe,19.29,61.36,20183,2018Q3,-2.0812182741116736,-10.570236439499315,-2.0434227330779042,-10.553935860058306
604,21,2018,4,Santa Fe,19.97,63.51,20184,2018Q4,3.5251425609123865,-7.5890791300323945,3.5039113428943836,-7.594936708860766
580,21,2019,1,Santa Fe,19.58,62.26,20191,2019Q1,-1.9529293940911407,-1.310483870967749,-1.9681939851991848,-1.3468546981460938
556,21,2019,2,Santa Fe,19.14,60.87,20192,2019Q2,-2.2471910112359383,-2.8426395939086246,-2.2325730806296185,-2.8256704980842984
532,21,2019,3,Santa Fe,18.44,58.65,20193,2019Q3,-3.6572622779519337,-4.406428201140478,-3.6471168063085257,-4.416558018252936
508,21,2019,4,Santa Fe,18.25,58.05,20194,2019Q4,-1.0303687635574876,-8.612919379068595,-1.0230179028133057,-8.597071327350026
484,21,2020,1,Santa Fe,17.71,56.31,20201,2020Q1,-2.9589041095890334,-9.550561797752799,-2.997416020671828,-9.55669771924188
460,21,2020,2,Santa Fe,17.33,55.1,20202,2020Q2,-2.145680406549988,-9.456635318704299,-2.148819037471139,-9.479218005585665
436,21,2020,3,Santa Fe,17.63,56.08,20203,2020Q3,1.7311021350259637,-4.392624728850336,1.778584392014504,-4.381926683716964
412,21,2020,4,Santa Fe,16.7,53.1,20204,2020Q4,-5.275099262620531,-8.493150684931505,-5.313837375178309,-8.52713178294573
388,21,2021,1,Santa Fe,16.16,51.4,20211,2021Q1,-3.233532934131733,-8.752117447769624,-3.2015065913371,-8.719587995027533
364,21,2021,2,Santa Fe,15.71,49.96,20212,2021Q2,-2.7846534653465316,-9.347951529140207,-2.801556420233464,-9.328493647912882
340,21,2021,3,Santa Fe,15.25,48.48,20213,2021Q3,-2.9280712921705976,-13.499716392512761,-2.962369895916739,-13.552068473609136
316,21,2021,4,Santa Fe,18.49,58.79,20214,2021Q4,21.245901639344254,10.718562874251504,21.266501650165015,10.715630885122396
292,21,2022,1,Santa Fe,17.82,56.67,20221,2022Q1,-3.6235803136830613,10.272277227722771,-3.606055451607415,10.252918287937751
268,21,2022,2,Santa Fe,14.45,45.96,20222,2022Q2,-18.91133557800225,-8.02036919159772,-18.8988883006882,-8.006405124099281
244,21,2022,3,Santa Fe,14.06,44.7,20223,2022Q3,-2.69896193771626,-7.803278688524584,-2.741514360313313,-7.797029702970281
220,21,2022,4,Santa Fe,13.83,43.97,20224,2022Q4,-1.6358463726884764,-25.202812330989723,-1.6331096196868122,-25.20836877019902
196,21,2023,1,Santa Fe,16.98,54.0,20231,2023Q1,22.77657266811279,-4.7138047138047146,22.811007505117132,-4.711487559555327
172,21,2023,2,Santa Fe,13.58,43.18,20232,2023Q2,-20.02355712603062,-6.020761245674732,-20.03703703703704,-6.048738033072243
148,21,2023,3,Santa Fe,13.14,41.78,20233,2023Q3,-3.2400589101620025,-6.543385490753906,-3.242241778601196,-6.5324384787472045
124,21,2023,4,Santa Fe,12.74,40.51,20234,2023Q4,-3.0441400304414,-7.881417208966013,-3.0397319291527114,-7.8690015919945395
100,21,2024,1,Santa Fe,16.46,54.34,20241,2024Q1,29.199372056514928,-3.062426383981154,34.13971858800298,0.6296296296296466
76,21,2024,2,Santa Fe,16.11,53.17,20242,2024Q2,-2.126366950182268,18.63033873343152,-2.1531100478468956,23.135710977304313
52,21,2024,3,Santa Fe,15.84,52.28,20243,2024Q3,-1.6759776536312776,20.547945205479444,-1.6738762460033918,25.131641933939687
28,21,2024,4,Santa Fe,10.88,35.9,20244,2024Q4,-31.313131313131304,-14.599686028257452,-31.331293037490436,-11.379906196000988
4,21,2025,1,Santa Fe,10.93,36.07,20251,2025Q1,0.4595588235293935,-33.596597812879715,0.4735376044568307,-33.62164151637836
1059,22,2014,1,Santiago del Estero,7.73,31.15,20141,2014Q1,,,,
1035,22,2014,2,Santiago del Estero,7.7,31.02,20142,2014Q2,-0.38809831824062613,,-0.4173354735152457,
1011,22,2014,3,Santiago del Estero,7.69,30.98,20143,2014Q3,-0.12987012987012436,,-0.12894906511927706,
987,22,2014,4,Santiago del Estero,7.65,30.81,20144,2014Q4,-0.5201560468140465,,-0.548741123305363,
963,22,2015,1,Santiago del Estero,7.58,30.54,20151,2015Q1,-0.9150326797385699,-1.9404915912031084,-0.8763388510223957,-1.9582664526484717
939,22,2015,2,Santiago del Estero,7.56,30.46,20152,2015Q2,-0.26385224274406704,-1.81818181818183,-0.2619515389652882,-1.80528691166989
915,22,2015,3,Santiago del Estero,7.44,29.97,20153,2015Q3,-1.5873015873015817,-3.2509752925877766,-1.6086671043992196,-3.260167850225959
891,22,2015,4,Santiago del Estero,7.35,29.62,20154,2015Q4,-1.2096774193548487,-3.9215686274509887,-1.1678345011678304,-3.862382343394999
867,22,2016,1,Santiago del Estero,6.9,27.79,20161,2016Q1,-6.122448979591832,-8.970976253298147,-6.178257933828501,-9.004584151931894
843,22,2016,2,Santiago del Estero,7.04,28.38,20162,2016Q2,2.0289855072463725,-6.878306878306873,2.123065851025552,-6.828627708470125
819,22,2016,3,Santiago del Estero,6.97,28.1,20163,2016Q3,-0.9943181818181879,-6.317204301075274,-0.986610288935863,-6.239572906239566
795,22,2016,4,Santiago del Estero,6.84,27.57,20164,2016Q4,-1.86513629842181,-6.938775510204076,-1.8861209964412873,-6.920999324780553
771,22,2017,1,Santiago del Estero,6.9,27.79,20171,2017Q1,0.8771929824561431,0.0,0.7979688066739099,0.0
747,22,2017,2,Santiago del Estero,7.04,28.38,20172,2017Q2,2.0289855072463725,0.0,2.123065851025552,0.0
723,22,2017,3,Santiago del Estero,6.97,28.1,20173,2017Q3,-0.9943181818181879,0.0,-0.986610288935863,0.0
699,22,2017,4,Santiago del Estero,6.84,27.57,20174,2017Q4,-1.86513629842181,0.0,-1.8861209964412873,0.0
675,22,2018,1,Santiago del Estero,5.98,24.11,20181,2018Q1,-12.57309941520467,-13.33333333333333,-12.549873050417126,-13.242173443684779
651,22,2018,2,Santiago del Estero,5.77,23.23,20182,2018Q2,-3.511705685618738,-18.03977272727273,-3.6499377851513803,-18.146582100070464
627,22,2018,3,Santiago del Estero,5.59,22.53,20183,2018Q3,-3.119584055459268,-19.79913916786227,-3.013344812742136,-19.822064056939503
603,22,2018,4,Santiago del Estero,7.71,31.05,20184,2018Q4,37.92486583184258,12.719298245614041,37.81624500665779,12.622415669205655
579,22,2019,1,Santiago del Estero,7.55,30.43,20191,2019Q1,-2.075226977950717,26.254180602006684,-1.996779388083736,26.213189547905436
555,22,2019,2,Santiago del Estero,7.39,29.77,20192,2019Q2,-2.119205298013249,28.076256499133457,-2.1689122576404873,28.153250107619442
531,22,2019,3,Santiago del Estero,7.15,28.82,20193,2019Q3,-3.247631935047357,27.906976744186053,-3.1911320120927122,27.918331114070117
507,22,2019,4,Santiago del Estero,7.03,28.34,20194,2019Q4,-1.6783216783216814,-8.819714656290522,-1.6655100624566321,-8.727858293075686
483,22,2020,1,Santiago del Estero,6.9,27.79,20201,2020Q1,-1.849217638691325,-8.609271523178796,-1.9407198306280904,-8.67564903056195
459,22,2020,2,Santiago del Estero,6.84,27.57,20202,2020Q2,-0.8695652173913104,-7.442489851150203,-0.7916516732637602,-7.389989922741014
435,22,2020,3,Santiago del Estero,6.77,27.28,20203,2020Q3,-1.023391812865504,-5.31468531468533,-1.0518679724338065,-5.343511450381677
411,22,2020,4,Santiago del Estero,6.75,27.21,20204,2020Q4,-0.2954209748892156,-3.982930298719778,-0.256598240469208,-3.987297106563159
387,22,2021,1,Santiago del Estero,6.38,25.69,20211,2021Q1,-5.481481481481487,-7.536231884057976,-5.586181550900404,-7.5566750629722845
363,22,2021,2,Santiago del Estero,6.02,24.26,20212,2021Q2,-5.642633228840133,-11.988304093567258,-5.566368236667962,-12.00580340950308
339,22,2021,3,Santiago del Estero,5.85,23.59,20213,2021Q3,-2.8239202657807327,-13.589364844903983,-2.76174773289366,-13.526392961876832
315,22,2021,4,Santiago del Estero,6.78,27.34,20214,2021Q4,15.897435897435908,0.4444444444444473,15.896566341670205,0.4777655273796366
291,22,2022,1,Santiago del Estero,6.92,27.9,20221,2022Q1,2.0648967551622377,8.463949843260199,2.048280907095834,8.602569093032297
267,22,2022,2,Santiago del Estero,6.43,25.9,20222,2022Q2,-7.080924855491332,6.810631229235886,-7.168458781362008,6.760098928276981
243,22,2022,3,Santiago del Estero,6.39,25.75,20223,2022Q3,-0.6220839813374845,9.230769230769242,-0.579150579150578,9.15642221280204
219,22,2022,4,Santiago del Estero,6.61,26.62,20224,2022Q4,3.4428794992175327,-2.507374631268433,3.3786407766990267,-2.633504023408917
195,22,2023,1,Santiago del Estero,6.61,26.64,20231,2023Q1,0.0,-4.479768786127158,0.07513148009015147,-4.516129032258053
171,22,2023,2,Santiago del Estero,6.28,25.3,20232,2023Q2,-4.992435703479581,-2.3328149300155476,-5.03003003003003,-2.316602316602312
147,22,2023,3,Santiago del Estero,6.16,24.83,20233,2023Q3,-1.9108280254777066,-3.5993740219092296,-1.8577075098814344,-3.572815533980589
123,22,2023,4,Santiago del Estero,6.02,24.25,20234,2023Q4,-2.272727272727282,-8.925869894099858,-2.3358840112766788,-8.903080390683705
99,22,2024,1,Santiago del Estero,6.18,26.16,20241,2024Q1,2.657807308970095,-6.505295007564305,7.8762886597938175,-1.8018018018018056
75,22,2024,2,Santiago del Estero,6.06,25.68,20242,2024Q2,-1.9417475728155331,-3.5031847133758065,-1.834862385321101,1.5019762845849716
51,22,2024,3,Santiago del Estero,5.98,25.29,20243,2024Q3,-1.3201320132013028,-2.9220779220779147,-1.5186915887850483,1.8525976641159847
27,22,2024,4,Santiago del Estero,5.08,21.5,20244,2024Q4,-15.050167224080269,-15.614617940199327,-14.986160537761961,-11.340206185567014
3,22,2025,1,Santiago del Estero,5.1,21.62,20251,2025Q1,0.3937007874015741,-17.47572815533981,0.5581395348837281,-17.354740061162076
1058,23,2014,1,Tierra del Fuego,22.23,74.98,20141,2014Q1,,,,
1034,23,2014,2,Tierra del Fuego,22.08,74.44,20142,2014Q2,-0.6747638326585759,,-0.7201920512136639,
1010,23,2014,3,Tierra del Fuego,21.97,74.08,20143,2014Q3,-0.49818840579709534,,-0.4836109618484685,
986,23,2014,4,Tierra del Fuego,21.96,74.05,20144,2014Q4,-0.045516613563945096,,-0.04049676025917881,
962,23,2015,1,Tierra del Fuego,22.15,74.68,20151,2015Q1,0.8652094717668479,-0.3598740440845738,0.8507765023632707,-0.400106695118696
938,23,2015,2,Tierra del Fuego,22.5,75.85,20152,2015Q2,1.5801354401805856,1.9021739130434812,1.5666845206212976,1.8941429339065063
914,23,2015,3,Tierra del Fuego,22.97,77.47,20153,2015Q3,2.0888888888888735,4.551661356395087,2.1357943309162852,4.576133909287261
890,23,2015,4,Tierra del Fuego,23.06,77.77,20154,2015Q4,0.39181541140618226,5.009107468123841,0.38724667613270203,5.023632680621204
866,23,2016,1,Tierra del Fuego,25.11,84.69,20161,2016Q1,8.889852558542932,13.363431151241546,8.898032660408894,13.403856454204588
842,23,2016,2,Tierra del Fuego,24.32,82.01,20162,2016Q2,-3.1461569095977637,8.088888888888901,-3.1644822293068753,8.121292023731064
818,23,2016,3,Tierra del Fuego,24.69,83.27,20163,2016Q3,1.5213815789473673,7.488027862429258,1.5363980002438549,7.486769071898802
794,23,2016,4,Tierra del Fuego,24.61,83.01,20164,2016Q4,-0.3240178209801603,6.721595836947092,-0.31223730034825037,6.737816638806748
770,23,2017,1,Tierra del Fuego,25.11,84.69,20171,2017Q1,2.0316944331572495,0.0,2.023852547885796,0.0
746,23,2017,2,Tierra del Fuego,24.32,82.01,20172,2017Q2,-3.1461569095977637,0.0,-3.1644822293068753,0.0
722,23,2017,3,Tierra del Fuego,24.69,83.27,20173,2017Q3,1.5213815789473673,0.0,1.5363980002438549,0.0
698,23,2017,4,Tierra del Fuego,24.61,83.01,20174,2017Q4,-0.3240178209801603,0.0,-0.31223730034825037,0.0
674,23,2018,1,Tierra del Fuego,20.41,68.83,20181,2018Q1,-17.066233238520923,-18.71764237355635,-17.082279243464647,-18.727122446569844
650,23,2018,2,Tierra del Fuego,20.28,68.38,20182,2018Q2,-0.6369426751592355,-16.611842105263154,-0.6537846869097863,-16.619924399463493
626,23,2018,3,Tierra del Fuego,20.15,67.95,20183,2018Q3,-0.6410256410256499,-18.388011340623745,-0.628838841766588,-18.397982466674666
602,23,2018,4,Tierra del Fuego,20.02,67.52,20184,2018Q4,-0.6451612903225712,-18.65095489638359,-0.6328182487122969,-18.66040236116131
578,23,2019,1,Tierra del Fuego,15.01,50.62,20191,2019Q1,-25.024975024975028,-26.457618814306716,-25.02962085308057,-26.456486996949003
554,23,2019,2,Tierra del Fuego,14.36,48.44,20192,2019Q2,-4.330446369087282,-29.19132149901381,-4.306598182536547,-29.160573267037147
530,23,2019,3,Tierra del Fuego,14.8,49.92,20193,2019Q3,3.064066852367686,-26.550868486352353,3.0553261767134687,-26.53421633554084
506,23,2019,4,Tierra del Fuego,14.2,47.91,20194,2019Q4,-4.054054054054069,-29.070929070929076,-4.026442307692313,-29.04324644549763
482,23,2020,1,Tierra del Fuego,13.69,46.18,20201,2020Q1,-3.591549295774643,-8.794137241838772,-3.6109371738676677,-8.771236665349658
458,23,2020,2,Tierra del Fuego,13.19,44.5,20202,2020Q2,-3.6523009495982417,-8.147632311977715,-3.637938501515803,-8.133773740710149
434,23,2020,3,Tierra del Fuego,12.39,41.79,20203,2020Q3,-6.065200909780133,-16.28378378378378,-6.089887640449443,-16.286057692307697
410,23,2020,4,Tierra del Fuego,12.31,41.53,20204,2020Q4,-0.6456820016142006,-13.30985915492957,-0.6221584111031353,-13.316635357962836
386,23,2021,1,Tierra del Fuego,12.54,42.3,20211,2021Q1,1.8683996750609166,-8.400292184075974,1.8540813869491801,-8.401905586834136
362,23,2021,2,Tierra del Fuego,12.46,42.04,20212,2021Q2,-0.6379585326953596,-5.534495830174368,-0.6146572104018921,-5.528089887640453
338,23,2021,3,Tierra del Fuego,12.39,41.79,20213,2021Q3,-0.5617977528089901,0.0,-0.59467174119886,0.0
314,23,2021,4,Tierra del Fuego,10.81,36.46,20214,2021Q4,-12.752219531880549,-12.185215272136475,-12.754247427614263,-12.208042379003125
290,23,2022,1,Tierra del Fuego,10.44,35.23,20221,2022Q1,-3.4227567067530162,-16.74641148325359,-3.373560065825576,-16.71394799054373
266,23,2022,2,Tierra del Fuego,11.05,37.26,20222,2022Q2,5.842911877394652,-11.31621187800963,5.7621345444223815,-11.370123691722167
242,23,2022,3,Tierra del Fuego,10.98,37.04,20223,2022Q3,-0.6334841628959254,-11.38014527845036,-0.5904455179817414,-11.366355587461118
218,23,2022,4,Tierra del Fuego,8.47,28.56,20224,2022Q4,-22.859744990892526,-21.646623496762253,-22.89416846652268,-21.66758091058695
194,23,2023,1,Tierra del Fuego,9.77,32.95,20231,2023Q1,15.34828807556079,-6.417624521072796,15.371148459383765,-6.471757025262548
170,23,2023,2,Tierra del Fuego,11.47,38.68,20232,2023Q2,17.40020470829069,3.8009049773755743,17.389984825493165,3.8110574342458348
146,23,2023,3,Tierra del Fuego,11.4,38.44,20233,2023Q3,-0.6102877070619073,3.825136612021862,-0.6204756980351611,3.7796976241900593
122,23,2023,4,Tierra del Fuego,8.42,28.4,20234,2023Q4,-26.140350877192986,-0.5903187721369663,-26.11862643080125,-0.5602240896358524
98,23,2024,1,Tierra del Fuego,8.88,33.78,20241,2024Q1,5.463182897862251,-9.109518935516881,18.943661971830995,2.5189681335356484
74,23,2024,2,Tierra del Fuego,8.83,33.57,20242,2024Q2,-0.563063063063074,-23.016564952048824,-0.6216696269982225,-13.21096173733195
50,23,2024,3,Tierra del Fuego,8.78,33.36,20243,2024Q3,-0.5662514156285492,-22.982456140350884,-0.6255585344057235,-13.215400624349627
26,23,2024,4,Tierra del Fuego,7.11,27.0,20244,2024Q4,-19.02050113895215,-15.55819477434679,-19.064748201438853,-4.929577464788726
2,23,2025,1,Tierra del Fuego,8.24,31.34,20251,2025Q1,15.893108298171587,-7.207207207207212,16.074074074074062,-7.223208999407937
1057,24,2014,1,Tucumán,13.47,54.39,20141,2014Q1,,,,
1033,24,2014,2,Tucumán,13.49,54.47,20142,2014Q2,0.14847809948033142,,0.14708586137157642,
1009,24,2014,3,Tucumán,13.52,54.56,20143,2014Q3,0.2223869532987255,,0.16522856618321757,
985,24,2014,4,Tucumán,13.47,54.39,20144,2014Q4,-0.36982248520709415,,-0.31158357771261525,
961,24,2015,1,Tucumán,13.38,54.02,20151,2015Q1,-0.6681514476614692,-0.6681514476614692,-0.6802721088435382,-0.6802721088435382
937,24,2015,2,Tucumán,13.34,53.83,20152,2015Q2,-0.2989536621823663,-1.1119347664937052,-0.35172158459830793,-1.1749586928584521
913,24,2015,3,Tucumán,13.37,53.98,20153,2015Q3,0.2248875562218755,-1.1094674556213047,0.27865502507895545,-1.0630498533724442
889,24,2015,4,Tucumán,13.35,53.87,20154,2015Q4,-0.14958863126401933,-0.8908685968819663,-0.20377917747314012,-0.9560580989152467
865,24,2016,1,Tucumán,13.17,53.16,20161,2016Q1,-1.348314606741574,-1.5695067264574036,-1.3179877482829006,-1.5920029618659903
841,24,2016,2,Tucumán,13.04,52.65,20162,2016Q2,-0.9870918754745661,-2.2488755622188994,-0.959367945823919,-2.192086197287757
817,24,2016,3,Tucumán,13.08,52.81,20163,2016Q3,0.30674846625766694,-2.169035153328336,0.3038936372269818,-2.16746943312337
793,24,2016,4,Tucumán,13.04,52.65,20164,2016Q4,-0.3058103975535187,-2.322097378277155,-0.30297292179511937,-2.2647113421199183
769,24,2017,1,Tucumán,13.17,53.16,20171,2017Q1,0.9969325153374342,0.0,0.9686609686609726,0.0
745,24,2017,2,Tucumán,13.04,52.65,20172,2017Q2,-0.9870918754745661,0.0,-0.959367945823919,0.0
721,24,2017,3,Tucumán,13.08,52.81,20173,2017Q3,0.30674846625766694,0.0,0.3038936372269818,0.0
697,24,2017,4,Tucumán,13.04,52.65,20174,2017Q4,-0.3058103975535187,0.0,-0.30297292179511937,0.0
673,24,2018,1,Tucumán,13.03,52.62,20181,2018Q1,-0.07668711656441118,-1.0630220197418438,-0.05698005698006048,-1.0158013544018019
649,24,2018,2,Tucumán,12.97,52.34,20182,2018Q2,-0.46047582501917983,-0.5368098159509116,-0.532117065754456,-0.5887939221272509
625,24,2018,3,Tucumán,12.89,52.05,20183,2018Q3,-0.6168080185042446,-1.4525993883792054,-0.5540695452808664,-1.4391213785268087
601,24,2018,4,Tucumán,12.65,51.07,20184,2018Q4,-1.8619084561675714,-2.9907975460122582,-1.8828049951969184,-3.000949667616326
577,24,2019,1,Tucumán,12.39,50.03,20191,2019Q1,-2.055335968379446,-4.911742133537977,-2.036420599177602,-4.922082858228805
553,24,2019,2,Tucumán,12.05,48.63,20192,2019Q2,-2.7441485068603666,-7.093292212798763,-2.7983210073955544,-7.088269010317161
529,24,2019,3,Tucumán,11.46,46.26,20193,2019Q3,-4.896265560165968,-11.09387121799844,-4.873534855027772,-11.123919308357344
505,24,2019,4,Tucumán,11.13,44.95,20194,2019Q4,-2.8795811518324665,-12.01581027667984,-2.831820146995234,-11.983551987468177
481,24,2020,1,Tucumán,10.81,43.63,20201,2020Q1,-2.875112309074579,-12.752219531880549,-2.9365962180200267,-12.79232460523686
457,24,2020,2,Tucumán,10.8,43.6,20202,2020Q2,-0.09250693802035359,-10.373443983402487,-0.06876002750401122,-10.343409418054705
433,24,2020,3,Tucumán,10.72,43.26,20203,2020Q3,-0.7407407407407418,-6.457242582897038,-0.7798165137614776,-6.485084306095978
409,24,2020,4,Tucumán,10.65,42.99,20204,2020Q4,-0.6529850746268662,-4.312668463611868,-0.6241331484049817,-4.360400444938827
385,24,2021,1,Tucumán,9.67,39.03,20211,2021Q1,-9.201877934272307,-10.545790934320076,-9.21144452198186,-10.543204217281687
361,24,2021,2,Tucumán,8.27,33.37,20212,2021Q2,-14.477766287487082,-23.425925925925938,-14.501665385600827,-23.46330275229359
337,24,2021,3,Tucumán,7.84,31.64,20213,2021Q3,-5.19951632406287,-26.865671641791057,-5.184297272999694,-26.860841423948212
313,24,2021,4,Tucumán,9.73,39.28,20214,2021Q4,24.10714285714286,-8.638497652582156,24.146649810366625,-8.6299139334729
289,24,2022,1,Tucumán,10.96,44.23,20221,2022Q1,12.641315519013375,13.340227507755964,12.601832993890017,13.323084806559038
265,24,2022,2,Tucumán,9.97,40.25,20222,2022Q2,-9.032846715328468,20.55622732769047,-8.99841736378023,20.617320946958362
241,24,2022,3,Tucumán,9.64,38.94,20223,2022Q3,-3.3099297893681046,22.959183673469408,-3.2546583850931787,23.072060682680153
217,24,2022,4,Tucumán,9.56,38.6,20224,2022Q4,-0.8298755186721962,-1.7471736896197299,-0.8731381612737454,-1.731160896130346
193,24,2023,1,Tucumán,10.23,41.29,20231,2023Q1,7.008368200836812,-6.6605839416058465,6.96891191709843,-6.6470721229934355
169,24,2023,2,Tucumán,8.96,36.19,20232,2023Q2,-12.41446725317693,-10.13039117352056,-12.351658997335925,-10.086956521739133
145,24,2023,3,Tucumán,8.88,35.83,20233,2023Q3,-0.8928571428571397,-7.883817427385886,-0.9947499309201469,-7.986646122239338
121,24,2023,4,Tucumán,8.62,34.81,20234,2023Q4,-2.9279279279279424,-9.832635983263616,-2.846776444320387,-9.818652849740928
97,24,2024,1,Tucumán,9.36,40.02,20241,2024Q1,8.584686774941996,-8.504398826979486,14.966963516230969,-3.0758052797287383
73,24,2024,2,Tucumán,9.1,38.9,20242,2024Q2,-2.777777777777779,1.5624999999999778,-2.798600699650189,7.488256424426631
49,24,2024,3,Tucumán,8.9,38.04,20243,2024Q3,-2.19780219780219,0.22522522522521182,-2.2107969151670903,6.168015629360868
25,24,2024,4,Tucumán,7.25,30.97,20244,2024Q4,-18.53932584269663,-15.893271461716928,-18.58569926393271,-11.03131284113761
1,24,2025,1,Tucumán,7.2,30.8,20251,2025Q1,-0.6896551724137945,-23.076923076923073,-0.5489183080400362,-23.038480759620196
