130;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;FIBRA OPTICA;FIBRA OPTICA;13483
131;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;16
132;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;54
133;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;CABLEMODEM;CABLEMODEM;7267
134;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;DIAL UP;DIAL UP;1
135;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;FIBRA OPTICA;FIBRA OPTICA;1877
136;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;Otros;Otros;2
137;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;2
138;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;1
139;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;ADSL;ADSL;14
140;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;CABLEMODEM;CABLEMODEM;8882
141;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;DIAL UP;DIAL UP;20
142;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;FIBRA OPTICA;FIBRA OPTICA;9572
143;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;Otros;Otros;24
144;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;16
145;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;1
146;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;ADSL;ADSL;1
147;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;CABLEMODEM;CABLEMODEM;4545
148;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;DIAL UP;DIAL UP;2
149;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;FIBRA OPTICA;FIBRA OPTICA;1960
150;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;Otros;Otros;4
151;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;5
152;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;1
153;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;ADSL;ADSL;2
154;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;CABLEMODEM;CABLEMODEM;3489
155;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;DIAL UP;DIAL UP;3
